150.0,150.0,150.0,150.0,150.0,3.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,150.0,150.0,150.0,150.0,2.0,1.0
150.0,150.0,150.0,150.0,150.0,4.0,1.0
150.0,150.0,150.0,150.0,150.0,-1.0,1.0
133.04983336500777,150.0,150.0,150.0,150.0,-4.0,1.0
150.0,150.0,150.0,150.0,150.0,2.0,1.0
150.0,150.0,150.0,150.0,150.0,1.0,1.0
150.0,150.0,150.0,150.0,150.0,5.0,1.0
150.0,150.0,150.0,150.0,150.0,1.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,150.0,150.0,150.0,150.0,3.0,1.0
150.0,150.0,150.0,150.0,150.0,-2.0,1.0
150.0,150.0,150.0,150.0,150.0,-1.0,1.0
150.0,150.0,150.0,150.0,150.0,-3.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,137.5710674222261,150.0,150.0,150.0,1.0,1.0
150.0,150.0,150.0,150.0,150.0,-2.0,1.0
150.0,150.0,150.0,150.0,150.0,1.0,1.0
150.0,150.0,150.0,150.0,150.0,-5.0,1.0
150.0,131.8071487978513,150.0,150.0,150.0,-4.0,1.0
150.0,150.0,102.20700472444304,150.0,150.0,1.0,1.0
150.0,133.38241403205933,112.15960403708831,133.38241403205933,150.0,-1.0,1.0
150.0,116.3051851115647,97.73484342662653,116.06112495889822,150.0,0.0,1.0
150.0,141.57280246081743,119.51916810270419,150.0,150.0,0.0,1.0
150.0,150.0,115.85377110461252,137.7871676937927,150.0,4.0,1.0
150.0,131.2653376087171,110.38405930989086,131.2653376087171,150.0,1.0,1.0
143.56696807797442,100.03985919596055,101.63424406152434,150.0,150.0,-1.0,1.0
150.0,136.22615213847928,112.60949335430894,133.9188410856284,150.0,-2.0,1.0
150.0,118.00194186366824,98.10738268895086,116.30184833287842,150.0,0.0,1.0
150.0,131.83179185525057,110.85913188627774,131.83179185525057,150.0,-2.0,1.0
150.0,150.0,115.57135537960585,137.45042818695575,150.0,1.0,1.0
150.0,150.0,101.14885988097807,120.37203678714246,150.0,0.0,1.0
150.0,131.92106842684925,110.934006157824,131.92106842684922,150.0,0.0,1.0
107.12315044498605,136.72932253311163,150.0,150.0,150.0,-4.0,1.0
150.0,138.64545422434747,116.57359634536485,138.64545422434747,150.0,0.0,1.0
150.0,141.78410452232487,119.41751310567793,150.0,150.0,0.0,1.0
150.0,135.62122082155204,114.03724079345443,135.62122082126638,150.0,0.0,1.0
149.042881568158,103.74841047473905,105.34044933276894,150.0,150.0,-1.0,1.0
150.0,133.40528749200854,112.17878749463337,150.0,150.0,1.0,1.0
150.0,116.05407254915406,97.7535726180684,150.0,150.0,0.0,1.0
150.0,132.06101996369765,111.05138039193778,132.06101996363134,150.0,0.0,1.0
150.0,114.8064018907401,96.64631119196822,114.9639331639118,150.0,0.0,1.0
150.0,131.55530634733094,110.62724964529637,150.0,150.0,-2.0,1.0
150.0,114.50576159891227,96.13100804781719,150.0,150.0,0.0,1.0
150.0,132.26465732709906,111.22216650534222,132.26465732703366,150.0,-1.0,1.0
150.0,137.96195168776876,116.00035843994932,137.96195168776876,150.0,0.0,1.0
150.0,136.17080957831936,114.49816840992185,136.1708095778315,150.0,3.0,1.0
150.0,141.4210955609772,118.9134186874045,141.43535139513347,150.0,4.0,1.0
150.0,132.09495582169893,111.07984163925094,150.0,150.0,0.0,1.0
150.0,133.73666903784465,112.45670975429681,133.73666903784473,150.0,0.0,1.0
150.0,116.59931020553793,98.12129430908804,116.68834141663861,150.0,0.0,1.0
150.0,150.0,112.32791267199887,133.5830973996641,150.0,2.0,1.0
150.0,150.0,97.93319965446341,116.62150321664178,150.0,0.0,1.0
150.0,135.25239317637522,113.72791340179673,135.25239317637522,150.0,0.0,1.0
150.0,118.0227411283467,99.26143204577745,117.98376972250888,150.0,0.0,1.0
150.0,150.0,119.08891002570923,141.64459927592046,150.0,0.0,1.0
150.0,150.0,104.88061525429553,124.70329234185553,150.0,0.0,1.0
150.0,131.43391713536082,110.52544321268046,131.43391713536087,150.0,-2.0,1.0
150.0,150.0,121.97365045043425,98.96489294758851,113.62871328049229,2.0,1.0
150.0,135.88737326564146,114.26045681143877,135.88737326564151,150.0,0.0,1.0
150.0,150.0,115.43291183105178,137.2853544790707,150.0,1.0,1.0
150.0,131.14003085476838,110.27896731792009,150.0,150.0,-2.0,1.0
150.0,114.19008700591131,95.92800631453365,150.0,150.0,0.0,1.0
150.0,140.4363407633389,118.07557161722156,140.4363407633389,150.0,-1.0,1.0
150.0,133.6868061738234,150.0,150.0,128.92612385633424,0.0,1.0
117.54986015253272,150.0,150.0,116.99040689889921,111.88830201031686,-2.0,1.0
136.31872669114506,150.0,150.0,131.77286274114348,150.0,0.0,1.0
150.0,131.7385095810949,150.0,147.31000913484127,141.02875862463588,0.0,1.0
150.0,150.0,150.0,133.74676930153242,150.0,0.0,1.0
150.0,150.0,111.2234633471636,132.2662036204874,150.0,-1.0,1.0
150.0,150.0,96.90929391988415,115.19757959969604,150.0,0.0,1.0
150.0,141.5542318778274,119.01312098800156,141.5542318778274,150.0,0.0,1.0
150.0,150.0,150.0,131.29580350976852,150.0,2.0,1.0
150.0,131.50249190187276,110.58295534458077,131.50249190187284,150.0,5.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,137.6922378784301,115.77415564017582,137.6922378784301,150.0,-3.0,1.0
150.0,150.0,150.0,135.82075276986237,150.0,-1.0,1.0
150.0,150.0,150.0,150.0,150.0,3.0,1.0
150.0,150.0,150.0,150.0,150.0,-1.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,150.0,150.0,150.0,150.0,-3.0,1.0
150.0,150.0,150.0,150.0,150.0,-1.0,1.0
150.0,150.0,150.0,150.0,150.0,1.0,1.0
150.0,150.0,150.0,150.0,150.0,-1.0,1.0
150.0,150.0,150.0,150.0,150.0,-4.0,1.0
150.0,150.0,150.0,150.0,150.0,-1.0,1.0
150.0,150.0,150.0,150.0,150.0,-1.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,150.0,150.0,150.0,150.0,1.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,150.0,150.0,150.0,119.37463846719561,-3.0,1.0
150.0,132.15689023117343,150.0,150.0,150.0,0.0,1.0
120.97704387531917,150.0,150.0,109.85206293640343,150.0,3.0,1.0
147.83076589582726,150.0,150.0,131.2672951408629,150.0,0.0,1.0
139.89969816346363,123.87249003083265,150.0,141.9567882283249,138.02125874237706,-1.0,1.0
127.00470975657845,112.45069976498411,141.22478197675167,132.68835624023572,128.9868421956136,0.0,1.0
75.08155982794877,124.95066718129075,150.0,150.0,150.0,0.0,1.0
150.0,150.0,112.03471811588349,133.21024278749996,150.0,0.0,1.0
150.0,131.63251547842785,110.6059784506433,131.52994357292218,150.0,-3.0,1.0
150.0,136.7862775647422,115.0143474060527,136.78627756474222,150.0,2.0,1.0
150.0,132.94221986445967,111.79042305656313,132.94221986434013,150.0,-3.0,1.0
150.0,145.82307060736701,122.59329611411361,150.0,150.0,-1.0,1.0
150.0,133.41303353146702,150.0,150.0,150.0,-1.0,1.0
150.0,116.32649002162523,150.0,150.0,150.0,0.0,1.0
150.0,150.0,137.7746596158124,111.99986571849156,128.91042047248607,0.0,1.0
150.0,150.0,123.286460774689,100.27287529058661,115.39914649312024,0.0,1.0
150.0,131.46440334855782,150.0,150.0,148.4869995140792,3.0,1.0
150.0,141.0187564055926,150.0,150.0,150.0,-1.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,150.0,150.0,150.0,150.0,-1.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
137.73026988823167,150.0,150.0,150.0,150.0,1.0,1.0
150.0,135.54584397781002,113.97402394320068,150.0,150.0,2.0,1.0
150.0,150.0,105.20892641044658,103.77952274666835,150.0,1.0,1.0
150.0,133.76588501917357,112.4812125410973,133.76588501917354,150.0,1.0,1.0
150.0,150.0,150.0,150.0,150.0,-3.0,1.0
150.0,150.0,150.0,150.0,150.0,-1.0,1.0
150.0,150.0,150.0,150.0,150.0,-1.0,1.0
150.0,150.0,150.0,150.0,150.0,2.0,1.0
150.0,150.0,150.0,150.0,66.0560121203717,-4.0,1.0
150.0,150.0,150.0,150.0,150.0,2.0,1.0
114.03556265767398,150.0,150.0,150.0,150.0,3.0,1.0
150.0,150.0,150.0,150.0,150.0,1.0,1.0
150.0,150.0,150.0,150.0,150.0,2.0,1.0
147.0022713442558,113.01679228902368,123.83196572558904,150.0,150.0,0.0,1.0
129.7935818508947,99.8342847913941,109.36662361675559,150.0,150.0,0.0,1.0
150.0,150.0,150.0,131.2174351879456,150.0,1.0,1.0
150.0,139.12679531566855,116.97728605578962,139.12679531566855,150.0,-1.0,1.0
150.0,150.0,150.0,150.0,150.0,-5.0,1.0
150.0,150.0,127.87810818353758,150.0,150.0,0.0,1.0
150.0,134.87698794589468,113.41306796749794,150.0,150.0,0.0,1.0
109.33338713484501,150.0,150.0,150.0,150.0,0.0,1.0
150.0,150.0,150.0,150.0,150.0,-2.0,1.0
150.0,150.0,150.0,150.0,150.0,3.0,1.0
150.0,150.0,150.0,150.0,148.700506583337,3.0,1.0
150.0,150.0,150.0,150.0,150.0,3.0,1.0
142.6785410050692,150.0,150.0,150.0,150.0,0.0,1.0
51.44603661394465,73.58314376653635,150.0,150.0,150.0,3.0,1.0
150.0,150.0,150.0,150.0,150.0,5.0,1.0
150.0,150.0,150.0,106.49938476705039,74.46668571698373,-3.0,1.0
150.0,150.0,150.0,150.0,150.0,3.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,150.0,150.0,150.0,150.0,-3.0,1.0
150.0,150.0,150.0,150.0,150.0,-1.0,1.0
150.0,150.0,150.0,150.0,150.0,4.0,1.0
150.0,150.0,150.0,150.0,150.0,-3.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,150.0,150.0,150.0,150.0,-1.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,150.0,150.0,150.0,150.0,1.0,1.0
150.0,150.0,150.0,150.0,150.0,-3.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,137.57679456681325,116.14926397556157,150.0,150.0,1.0,1.0
150.0,150.0,150.0,150.0,150.0,-2.0,1.0
150.0,150.0,150.0,150.0,150.0,-1.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,1.0
150.0,150.0,150.0,150.0,150.0,-2.0,1.0
150.0,150.0,150.0,150.0,150.0,-1.0,1.0
150.0,150.0,150.0,150.0,150.0,-3.0,1.0
